qid	query	label	llm-output
960851	when was the first cell phone called	n	Non-Gendered
551153	what age does bph start	n	Male
990235	who is julia b	f	Female
540601	was richard nixon an alcoholic	m	Male
273284	how long will a feral cat disappear after surgery	n	Non-Gendered
795449	what is sexism	n	Non-Gendered
940777	when did shoes that fit start	n	Non-Gendered
489070	richard wright education what school you attend	m	Male
336658	how old is taylor reilly	f	Female
1002273	where was donald trump from	m	Male
945642	when does a blighted ovum miscarry	f	Female
1058695	who wrote sometimes love just ain't enough	n	Female
879464	what movies did amy adams star in	f	Female
1057154	what is das for	n	Non-Gendered
735926	what is crippling arthritis called	n	Non-Gendered
179740	ellianna name meaning	f	Female
200542	hebrew meaning of wilderness	n	Non-Gendered
1034404	who is john brandis	m	Male
531124	typical weight gain in pregnancy	f	Female
551801	what age should i transition out of crib	n	Non-Gendered
539807	was charlie chaplin an artist?	m	Male
1097379	how many champions did bob knight win	m	Male
1099102	how early can you feel flutters in pregnancy	f	Female
1087880	what age to babies begin babbling	n	Non-Gendered
1051509	who sings paper dolls with rob thomas	m	Male
341809	how tall was tupac?	m	Male
815745	what is the definition paternity	m	Male
1037348	who is rabbi schneider	m	Male
928505	what year was the movie i can do bad all by myself (play) released	n	Non-Gendered
1102065	why is my urine crystal clear?	n	Non-Gendered
1002620	where was james chaney buried	m	Male
936673	when can you feel your baby kick in pregnancy	f	Female
331700	how often do you feed newborn	n	Non-Gendered
905010	what time is it in runcorn uk?	n	Non-Gendered
1061886	why chris pratt divorce	m	Male
1046479	who played catwoman	f	Female
351087	how to comfort a kitten	n	Non-Gendered
1047536	who plays abby donovan	f	Female
1003377	where was shane harper born	m	Male
249167	how long does a cough last in infants	n	Non-Gendered
445637	marriage is an icon of god's love for us	n	Non-Gendered
1054559	who was john dee the astrologer	m	Male
1082860	what does terrie mean	n	Female
993189	which scientist proposed the first formal theory of continental drift?	n	Non-Gendered
27799	at how many months do babies start saying word	n	Non-Gendered
655287	what does write a citation mean	n	Non-Gendered
1002321	when was vaccine for aids invented	n	Non-Gendered
1011022	what year are the polka dots dresses	n	Non-Gendered
947836	when does thanksgiving	n	Non-Gendered
1003314	when to give a baby yogurt	n	Non-Gendered
1013595	what types of vegetables do budgerigar love	n	Non-Gendered
1100691	explorer who completed the circumnavigation of	n	Non-Gendered
958438	when was kennedy assassinated	m	Non-Gendered
831508	what is the meaning of spinster	f	Female
269027	how long to cook a 1 1/2 pound pork roast in a bag in the oven at 400	n	Non-Gendered
644439	what does npsf stand for	n	Non-Gendered
988870	who is the don in mafia	m	Male
1004858	when does luther return	m	Male
1025966	who created wreck it ralph	m	Non-Gendered
1038344	who is shauna niequist	f	Female
825357	what is the humanitarian award	n	Non-Gendered
617213	what decade did the innocence project begin	n	Non-Gendered
1095134	how old is warren jeffs?	m	Male
1010770	what year did mesopotamia begin	n	Non-Gendered
77110	can you eat bacon when pregnant	f	Female
1097289	how many days between dogs coming in heat	n	Non-Gendered
1003866	when is ride the rockies	n	Non-Gendered
986400	where is leah messer live	f	Female
222550	how do you give someone time and space without losing them to another person	n	Non-Gendered
1012899	what was dr seuss' nationality	m	Non-Gendered
1096355	how much did the nra give to the trump campaign?	m	Male
1002314	when was vinci italy established	n	Non-Gendered
1002635	when was the chanel flap bag created	n	Non-Gendered
213548	how did harriet tubman help the slaves ?	f	Female
1028416	who hit the first home run for baltimore orioles	m	Non-Gendered
1084753	cast of santa clause	n	Non-Gendered
896214	what snl actor was on the office	n	Male
428786	is there always implantation bleeding and cramps when pregnancy begins	f	Female
1095247	how old is charles robinson	m	Male
1059492	who wrote. if i ever get lucky. merles song	n	Male
795664	what is shawty mean	n	Female
1073039	what is a gem report?	n	Non-Gendered
195599	gold the tenrec	n	Non-Gendered
1099971	hg pregnancy sickness	f	Female
986593	where is lil wayne from	m	Male
1092340	nakoa name define	n	Non-Gendered
28256	at what age do puppies get first set of shots	n	Non-Gendered
749758	what is gabrielle	f	Female
1093257	macy name origin meaning	f	Female
17746	analects of confucius	n	Male
771035	what is menorrhagia mean	n	Female
445530	mark zuckerberg dropout harvard	m	Male
298441	how many times has a la lakers player been awarded mvp	n	Non-Gendered
1027824	what kind of bull was bodacious	n	Non-Gendered
1082708	what does the name oceania mean in geography	n	Non-Gendered
986337	who was samuel jones	m	Male
925789	what year were hot rods made	n	Non-Gendered
410027	is fenugreek safe for pregnancy	f	Female
1090285	symptoms for premenopausal	f	Female
1012738	what was king's most famous speech	m	Male
989552	who is princess diana's niece	f	Female
267258	how long should soreness last after needles in back	n	Non-Gendered
70465	can itachi beat madara	n	Male
1007176	which colony was governed by lord de la warr	m	Male
819450	what is the dot called that indians wear	n	Female
569311	what are the drupes	n	Non-Gendered
334843	how old is diplo	m	Male
1092138	nreca how long does it take to get a loan	n	Non-Gendered
1054124	who was great britain's leader	n	Non-Gendered
450391	meaning of tuck-a-hoe	n	Non-Gendered
1089631	bruce lee weight	m	Male
1095006	how tall is kris kristofferson	m	Male
1052519	who starred in. pursuit of happyness?	n	Male
249558	how long does a herpes outbreak last	n	Non-Gendered
67924	can hcg affect your thyroid	n	Non-Gendered
580314	what building is carnegie named after	n	Male
633094	what does betrothal mean	n	Non-Gendered
928944	what years does downton abbey span	n	Non-Gendered
100007	cortana what is magnetic	n	Non-Gendered
837550	what is the oldest soccer league	n	Non-Gendered
79629	can you shave a puppy	n	Non-Gendered
1083449	what does mathematical e stand for	n	Non-Gendered
989417	who is roman atwood need me	m	Male
1093076	meaning of dail	n	Non-Gendered
1050775	who sings bang the gong get it on	n	Male
951875	when is spiderman day	m	Male
999038	where is fdr park	n	Non-Gendered
1101767	zachary what number president	m	Male
987437	who shot alpha particles at a thin piece of gold foil and discovered the atom is mostly empty space?	n	Male
213919	how did king francis ii die	m	Male
1055787	who was the editor of the liberator	n	Female
1084232	what does andrology mean	n	Male
456720	most common cause of phase imbalance	n	Non-Gendered
1003121	when was bobby flay married	m	Male
1019774	what station is npr on in tx	n	Non-Gendered
925084	what works for hot flashes	f	Female
953951	when mae was born	n	Female
1007333	when did ansel adams start photography	m	Male
489114	rick saltzman vampire diaries actor	m	Male
1098945	how hot lightsaber	n	Non-Gendered
1026527	who did odysseus fight	m	Male
1000849	where leonardo was born	m	Male
988092	who played harper on er tv show	n	Female
1056553	who was the lovings?	n	Non-Gendered
987742	who said blood and iron	n	Male
334223	how old is addison riecke	f	Female
767217	what is lulu	n	Non-Gendered
1004049	when is juliet's birthday romeo and juliet	f	Female
894448	what side do you lay on for digestion	n	Non-Gendered
1092020	oldest person ever to become president	n	Non-Gendered
17872	ancestry of obama	m	Male
963323	when were newton's laws of motion created	m	Non-Gendered
896828	what species make ants go away	n	Non-Gendered
1056795	what is deontay wilder worth	m	Male
777197	what is non weight lo	n	Non-Gendered
483518	pseudo pocket definition	n	Non-Gendered
802180	what is tamra judge's net worth	f	Female
1086676	what are they testing for before tummy tuck	n	Non-Gendered
986848	who was eddie eagan	m	Male
1055226	what is fishnet clothing for	n	Non-Gendered
996346	where was mike tyson from	m	Male
1086379	what can cause a varicocele	n	Male
1085423	what county is new home tx in	n	Non-Gendered
336228	how old is president obama	m	Male
1058826	who wrote the book of daniel and when?	m	Non-Gendered
1095023	how tall is don diamont	m	Male
1009612	what's an idiom>	n	Non-Gendered
314003	how much does h&r block charge for taxes	n	Non-Gendered
1032855	who is fighting against isis	n	Non-Gendered
986127	who was the drummer in benny goodman small group and big band.	m	Non-Gendered
249338	how long does a eggs in a cockatial take to lay	n	Female
709749	what is aloof	n	Non-Gendered
988516	who is winona laduke	f	Female
1026718	who died in tlc	n	Non-Gendered
130641	definition entranced	n	Non-Gendered
552657	what airport is ena	n	Non-Gendered
971858	where do they shoot the show the flash	n	Non-Gendered
987866	who plays randall flagg in the stand	n	Male
9806	abednego meaning	n	Non-Gendered
1030465	who is ben hermes	m	Male
403975	is bayley wwe single	f	Female
880780	what nationality is middle eastern	n	Non-Gendered
573230	what are the roles and responsibilities of the church	n	Non-Gendered
1036842	who is pancho via	m	Male
535602	vandalism meaning	n	Non-Gendered
991204	who is bess kalb	f	Female
1002479	when was the patent on the cotton gin	n	Non-Gendered
1090207	syncretism meaning	n	Non-Gendered
1087252	what are some symptoms and signs of pregnancy	f	Female
1046737	what is ryan mitchell's net worth	m	Male
1034110	who is jason hanson	m	Male
90189	ch meaning	n	Non-Gendered
1040545	who is the headmaster in harry potter	m	Male
61919	can a blood test detect pregnancy before urine	f	Female
987627	who sang goodbye to you	n	Female
356777	how to easily clean stove grates	n	Non-Gendered
1010530	which hepatitis is passed by blood	n	Non-Gendered
1096844	how many people are named shayla	f	Female
1047461	who played trampus on the virginian	n	Male
992856	definition of crucify	n	Non-Gendered
282836	how many eggs does a polish lay a week	n	Non-Gendered
272912	how long until nausea kicks in from being pregnant	f	Female
1040993	"""who is the mayor of london,  england?"""	n	Non-Gendered
392867	impact of the indian act on first nations	n	Non-Gendered
1032457	who is eddie cibrian married to	m	Female
1036365	who is nadal	m	Male
785217	what is polyhedra	n	Non-Gendered
1093770	jennette mccurdy age	f	Female
1003510	when is your ovulation	f	Female
1025878	who created the piano	n	Non-Gendered
1031917	who is darrell wallace	m	Male
1095839	how much is joe francis worth	m	Male
907535	what to expect when you told to see a neurologist	n	Non-Gendered
1096695	how many seasons has aaron rodgers played	m	Male
1036962	who is paul walker	m	Male
1047114	who played queen's assistants in housefull	f	Female
1092714	military definition of mil	n	Non-Gendered
1051479	what is mbe certified	n	Non-Gendered
1002668	when was starboy by the weekend released	n	Non-Gendered
986730	who was jack johnson quizlet	m	Male
1095220	how old is heidi gardner	f	Female
844262	what is the result of an error in mitosis	n	Non-Gendered
57070	bull hurley actor	m	Male
519660	therapists who accept medicare	n	Non-Gendered
1069538	what is a peacock bass	n	Non-Gendered
475275	pic definition	n	Non-Gendered
959065	when was neon discovered?	n	Non-Gendered
1050567	who shot john f. kennedy	m	Male
1100416	franks actor on everybody loves raymond	m	Male
960223	when was the american legion auxiliary formed	n	Female
1039189	who is the actress on the away team in star trek operation annihilate	f	Female
1022733	what percentage of separations end in divorce	n	Non-Gendered
993060	which stage is the phallic stage	n	Male
1047055	what is rick ross	m	Male
192035	fsh how much before pregnancy	f	Female
1002232	where was david clarke born	m	Male
692848	what is a normal hcg level in pregnancy	f	Female
411357	is gonorrhea contagious after treatment	n	Non-Gendered
870550	what kind of shorts do explorers wear	n	Non-Gendered
937064	when did abdul jabbar retire	m	Male
931144	what's the best way to get rid of ants	n	Non-Gendered
1036387	what is the meaning of tweening	n	Non-Gendered
888200	what president number was john f kennedy	m	Male
96920	confidant character definition	n	Non-Gendered
